   694.5  	1241.8	ã̰ːː
   813.6  	1223.9	ã̰ːː
   713.2  	1049.3	ã(a̰)
   403.7  	991.9	(a̰)ã
   722.2  	995.4	ã(a̰)
   808.2  	1198.2	(a̰)ã
   724.7  	1158.6	ã(a̰)
   447.4  	950.5	(a̰)ã
   727.5  	1019.3	ã(a̰)
   946.1  	1241.8	(a̰)ã
   789.5  	903.6 	ã(a̰)
   754.2  	1411.7	(a̰)ã
   729.5  	1426.2	a(a̰)
   747.6  	1504.1	a(a̰)
   731.8  	1230.6	a(a̰)
   589.1  	1001.9	(a̰)aː
   763.3  	1257.5	a(a̰)
   733.3  	1216.0	(a̰)aː
   574.6  	1048.4	a(a̰)
   650.1  	1174.9	(a̰)a
   670.3  	1053.5	a(a̰)
   545.4  	1434.3	a(a̰)
   787.9  	1341.5	(a̰)ɐ
   548.6  	1305.7	a(a̰)
   661.8  	1307.4	(a̰)ɐ
   645.3  	1418.1	a(a̰)
   791.7  	1583.2	a(a̰)
   649.8  	1204.7	a(a̰)
   576.9  	1197.0	a(a̰)
   445.7  	1439.6	a(a̰)
   642.0	1512.0	(a̰)a
   566.7  	924.8	a(a̰)
   614.2  	1276.7	(a̰)a
   444.7  	1456.0	õ(o̰) 
   459.3  	1458.7	(o̰)õ
   377.3  	660.9	õ(o̰)
   456.5  	1448.0	(o̰)õ
   466.4  	1746.4	ɛ(ɛ̰)
   512.7  	1821.5	(ɛ̰)ɛ
   320.3  	2239.0	i(ḭ)
   261.4  	2094.0	i(ḭ)
   316.7  	2427.1	i(ḭ)
   335.9  	2461.5	(ḭ)i 
   297.5  	2343.4	i(ḭ)
   264.8  	2346.7	(ḭ)i
   320.6  	2190.6	i(ḭ)
   296.7  	1213.3	(ḭ)i
   298.3  	2232.1	i(ḭ)
   300.2  	2181.7	(ḭ)i
   328.2  	2013.3	i(ḭ)
   278.0  	2199.6	i(ḭ)
   302.8  	2250.0	(ḭ)iː
   341.0  	2266.8	(ḭ)iː
   310.2  	1847.2	i(ḭ)
   243.0  	2202.0	(ḭ)iː
   327.1  	1390.8	i(ḭ̃)
   310.9  	2408.3	(ḭ̃)i
   374.7  	2146.9	ṵ̃ː
   414.5  	831.2	(ṵ̃)ũ
