   500.6	1274.0	ɛ  
   457.5	1878.5	ɛ 
   430.2	1863.7	ɛ 
   437.2	1927.6	ɛ 
   290.3  	1880.3	ɛ 
   443.3  	1768.5	ɛ 
   394.7  	1713.0 	ɛ  
   451.2  	1973.3 	ɛ 
   367.2  	1163.5 	ɛ 
   301.2  	1638.3	ɛ 
   252.0  	1683.8 	ɛ 
   305.9  	1613.4 	ɛ 
   316.9  	1148.8 	ɛ 
   423.1  	1858.1 	ɛ 
   335.1  	1868.5 	ɛ  
   289.1  	1695.5 	ɛ 
   438.0  	1804.3 	ɛ  
   454.8  	1296.7 	ɛ 
   388.9  	1677.9 	ɛ  
   498.9  	1401.9 	ɛ 
   448.4  	1756.7 	ɛ
   242.9  	2308.0 	ei
   347.3  	1512.7 	ɛ
   470.8  	1741.6 	ɛ 
   361.4  	1633.8 	ɛ 
   447.0  	1819.4 	ɛ 
   421.6  	1367.3 	ɛ  
   450.2  	1948.3 	ɛ  
   358.3  	1693.9 	ɛː  
   445.6  	1820.4 	ɛː  
   454.5  	1845.1 	ɛː 
   436.7  	1498.1 	e
   293.4  	1835.8 	e 
   344.2  	1915.8	ɛː  
   386.9  	1527.2	e 
   259.0  	1454.8 	i
   307.2  	1215.8 	i
   286.4  	2123.6 	i
   448.1  	2598.9 	i
   283.0  	2191.2 	i
   430.7  	2559.4 	i 
   339.8  	2260.0 	i
   226.5  	2234.7 	i
   295.4  	2160.8	i	
   256.9  	1196.4	i
   210.1  	1890.5	i 
   362.0  	2271.8	i 
   414.0  	2185.9	i
   304.8  	2101.6	i 
   342.5  	2255.8	i 
   310.9  	2323.9	i
   288.1  	2182.8	i
   340.7  	2471.4	i
   340.5  	2552.1	i
   360.0  	1719.7	i
   354.4  	2085.4	i
   327.0  	2269.7	i
   345.1  	2117.2	i
   435.4  	2132.9	i
   345.1  	2117.2	i
   435.4  	2132.9	i
   314.8  	2160.7	i
   245.7  	2539.6	i
   305.2  	2165.5	i
   293.2  	2124.8	i
   259.2  	2456.1	i
   452.0  	2483.3 	i
   297.4  	2268.6 	i
   454.6  	2073.8 	i
   336.9  	2336.2 	i 
   554.3  	1650.3 	i
   360.4  	1661.4	i 
   287.1  	1760.4	i
   329.7  	2334.1	i
   293.6  	2210.2	i
   272.6  	2076.0	i
   247.0  	2277.2	i
   339.5  	2083.8	i
   335.8  	2091.9	i
   396.5  	2165.2	i
   492.8  	1903.1	i 
   321.0  	2192.9	i
   379.2  	2185.9 	i
   209.5  	1535.5 	i
   315.5  	1773.3 	i
   279.6  	2222.9 	i
   349.8  	2167.2 	i
   770.7  	1911.0 	i
   281.3  	2470.8 	i
   571.3  	2284.6 	i
   338.1  	2254.1 	i
   293.5  	1941.1 	i
   275.5  	2209.9 	i
   377.5  	2077.2 	i
   312.0  	2347.4 	i
   277.2  	2119.5 	i
   278.8  	2148.3	i
   343.5  	1898.0 	i
   325.9  	1527.7 	i
   300.5  	2182.2 	i
   292.5  	2110.1 	i
   306.6  	2147.5 	i
   312.8  	1901.7 	i
   312.4  	2106.0 	i
   309.8  	2067.0	i 
   286.4  	2189.5	i 
   264.5  	1989.0	i
   283.7  	2221.7	i 
   238.9  	2083.9	i 
   321.9  	2066.3	i 
   298.4  	2118.1	i 
   266.5  	2274.0	i 
   319.1  	2234.5	i 
   307.5  	1923.4	i
   273.4  	2179.0	i
   336.1  	2377.3	i 
   495.7  	1645.2	iːː 
   487.7  	1690.4	iːː 
   342.8  	1641.7	iːː  
   346.8  	2205.8	iː 
   271.1  	1535.4	iːː 
   300.7  	2219.6	iː 
   305.3  	2355.4	iːː  
   393.4  	2302.8 	iːː 
   308.6  	1986.8 	iːː  
   323.1  	1602.3 	iːː 
   258.3  	1530.3 	iːː  
   290.9  	2043.5 	i 
   724.3  	2453.7 	iːː  
   537.6  	2350.8 	iːː 
   327.2  	1491.3 	iːː 
   261.8  	1570.0 	iːː 
   268.3  	1506.7 	iːː
   461.6  	2522.8 	iːː
   423.4  	1541.9 	iːː
   337.2  	1658.2 	iːː
   421.3  	2139.7 	iːː
   395.2  	997.9  	iːː
   440.4  	2621.7	iːː
   294.5  	2261.3	iːː
   297.0  	2195.1	iːː
   285.0  	1534.4	iː
   348.1  	1068.3	iː
   296.7  	2182.9	iː
   268.6  	1451.7	iː
   365.4  	917.0	u
   360.8  	745.7	u
   326.0  	967.6	u
   352.2  	841.8	u
   287.4  	1039.7	u
   309.8  	790.1	u
   300.1  	1011.0	u
   282.2  	935.4	u
   316.3  	1533.1	u
   284.3  	930.8	u
   340.6  	921.3	u
   267.2  	901.6	u
   279.8  	813.2	u
   286.7  	870.4	u
   373.2  	866.3	u
   354.9  	871.8	u
   386.2  	939.8	u
   334.7  	970.1	u
   314.1  	1017.0	u
   376.4  	1146.3	u
   347.7  	1178.9	u
   539.4  	937.9  	u
   383.1  	1853.5	u
   306.9  	1247.7	uː
   341.3  	1485.3	u
   304.3  	1098.0	uː
   456.9  	1400.5	u
   408.4  	1300.1	uː
   353.7  	1308.4	u
   255.9  	971.1	u
   232.7  	1206.2	u
   338.7  	1306.2	u
   347.9  	1115.7	u
   462.4  	1292.9	o
   630.2  	1133.0 	o
   476.0  	1611.3 	oː
   519.6  	1084.5 	o
   811.3  	1982.3 	o
   388.3  	999.6	o
   488.5  	1151.0	o
   461.5  	713.0	o
   487.9  	1221.7	o
   457.2  	846.0	o
   485.1  	907.9	o
   449.9  	658.2	o
   392.2  	881.5	o
   725.2  	1498.9	o
   323.7  	872.3	o
   349.0  	892.7	o
   407.0  	924.0	o
   557.4  	895.1	oː
   600.7  	931.8	o
   545.0  	837.4	o
   447.8  	841.2	o
   507.2  	966.5	o
   454.3  	847.0	o
   564.4  	1516.2	a
   651.0  	1391.6 	a
   611.3  	1595.6 	a
   632.4  	1562.3	a
   538.0  	1470.5 	a
   525.7  	1474.6 	a
   535.0  	1494.2 	a
   588.4  	994.6	a
   796.6  	1321.4	a
   520.3  	1638.1	a
   548.3  	1380.6 	a
   661.7  	1471.2 	a
   559.3  	1412.8 	a
   718.4  	1436.6 	a
   476.3  	1547.2 	a 
   526.1  	1558.3 	a
   587.7  	982.9	a
   800.  	1310.1 	a
   516.4  	1555.2 	a
   754.3  	1481.6 	a
   529.2  	1589.0 	a
   521.3  	1633.1 	a
   699.8  	1420.7 	a
   611.7  	1412.1 	a
   543.8  	1468.7 	a
   359.4  	1393.6 	a
   553.6  	1608.6 	a
   587.3  	1624.6 	a
   482.8  	1225.4 	a
   568.2  	1578.6 	a
   559.3  	1550.6 	a
   667.5  	1489.6 	a
   618.8  	1523.6 	a
   704.8  	1187.0 	a
   583.2  	1011.1 	a
   889.6  	1520.9 	a
   684.1  	1403.3 	a
   790.6  	1347.1 	a
   717.2  	1406.3 	a
   509.5  	1353.5 	a
   471.9  	1218.9 	a
   657.5  	1538.5 	a
   670.4  	1350.4 	a
   629.0  	1306.5 	a
   538.4  	1310.6 	a
   492.8  	1196.8 	a
   520.5  	1262.4 	a
   566.1  	1570.5 	a
   529.4  	1368.8 	a
   434.4  	1362.1 	a
   536.3  	1413.6 	a
   658.9  	1383.0 	a
   564.8  	1370.6 	a
   414.3  	1342.9 	a
   646.3  	1466.2	a
   628.7  	1443.8 	a
   851.6  	1374.9 	a
   582.8  	1500.3 	a
   772.6  	1423.0 	a
   556.8  	1571.4 	a
   669.6  	1508.5 	a
   542.9  	1437.6 	a
   591.7  	1535.0 	a 
