file,channels,samplerate,duration_sec,format
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need-enhancement/mix_tisus_trip_20130113/FILE007.wav,1,8000,7.32,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need-enhancement/mix_tisus_trip_20130113/FILE009.wav,1,8000,14.95,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need-enhancement/mix_tisus_trip_20130113/FILE010.wav,1,8000,132.83,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need-enhancement/mix_tisus_trip_20130113/FILE011.wav,1,8000,2337.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need-enhancement/mix_tisus_trip_20130113/FILE012.wav,1,8000,200.44,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need-enhancement/mix_tisus_trip_20130113/FILE013.wav,1,8000,89.56,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need-enhancement/mix_tisus_trip_20130113/FILE014.wav,1,8000,27.31,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need-enhancement/mix_tisus_trip_20130113/FILE015.wav,1,8000,126.78,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_CLS1_he_used_to_throw_a_ball_to_me_CLS2_and_I_used_to_throw_it_back_to_him_01_spkrTS.wav,1,96000,4.33,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_CLS1_they_got_maried_and_CLS2_have_3rd_pl_kids_02_spkrTS.wav,1,96000,2.43,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_I_know_a_lot_about_people_from_Tenochtítlán-Mexico_City_01_02_03_TS.wav,1,96000,10.59,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_Q_why_didnt_we_eat_monday_03_spkrTS.wav,1,96000,3.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_be-married_1s_NEG_01_02_TS.wav,1,96000,3.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_birds_lay_eggs_their_babies_hatch_from_them_01_02_TS.wav,1,96000,9.21,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_have_1st_pl_excl_the_same_mother_and_father_01_spkrTS.wav,1,96000,2.84,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_it_is_not_my_grandmas_book_01_02_TS.wav,1,96000,6.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_it_rains_everyday_in_november_01_02_03_TS.wav,1,96000,8.33,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_know_1s_about_the_aztecs_01_02_03_TS.wav,1,96000,14.81,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_like_CMPL_1pl_it_very_much_01_02_TS.wav,1,96000,14.49,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_mother_1s_repaired_clothes_1pl_when_we_were_young_01_TS.wav,1,96000,11.67,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_owl_get_up_COMPL_from_the tree_01_02_03_TS.wav,1,96000,7.99,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_she_only_drinks_coffee_POSS_3rd_sg_form_f_01_spkrTS.wav,1,96000,1.9,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_the_adult_scrub_Jay_took_away_the_acorn_that_the_baby_had_01_02_TS.wav,1,96000,10.71,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/S_the_grandmother_does_not_eat_breakfast_everyday_01_spkrTS.wav,1,96000,2.7,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/annotate-later/need_help-glossing/body_part_relations_head_chest_2s_inf_01_02_TS.wav,1,96000,6.88,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/Conv-Mixtec5-JS-HS-F1.wav,1,48000,46.25,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/Nuu i-JS.wav,1,44100,9.01,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/S-Dolor-JS-F1.wav,1,44100,10.29,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/S-Leather-F1.wav,1,48000,4.31,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/comidas-y-frutas-ITA-DNS.wav,2,96000,149.98,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/como-llamar-familiares-ITA-DNS.wav,2,96000,123.73,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/hail-one-be_TS.wav,1,96000,6.58,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/iin-be2_TS.wav,1,96000,9.28,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/iin-be_TS.wav,1,96000,20.99,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/in-1-Saúl-DNS.mp3,2,44100,15.36,MP3
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/in-2-Saúl-DNS.mp3,2,44100,24.17,MP3
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/los-numeros-ITA-DNS.wav,2,96000,153.89,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/new-unprocessed/sentimientos-y-necessidades_ITA-DNS.wav,1,96000,147.01,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_beautiful_anim_01_JS.wav,1,44100,1.28,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_beautiful_inan_01_JS.wav,1,44100,0.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_big_01_02_03_JS.wav,1,44100,3.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_dangerous_01_JS.wav,1,96000,0.9,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_dangerous_02_JS.wav,1,96000,0.85,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_difficult_01_02_spkrTS.wav,1,96000,3.16,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_fat_01_02_spkrTS.wav,1,96000,2.11,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_heavy_01_02_03_JS.wav,1,44100,3.34,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_long_DIST_01_02_03_JS.wav,1,44100,3.97,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_long_SHAPE_01_02_03_TS.wav,1,44100,3.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_new_01_spkrJS.wav,1,96000,0.66,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_new_01_spkrTS.wav,1,32000,0.42,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_new_02_spkrJS.wav,1,96000,0.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_new_02_spkrTS.wav,1,32000,0.41,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_not-difficult_01_02_03_spkrTS.wav,1,96000,4.27,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_sacred_01_02_03_04_JS.wav,1,96000,2.76,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_short_01_02_03_JS.wav,1,44100,4.9,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_skinny_01_02_03_spkrJS.wav,1,44100,4.72,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_small_01_spkrJS.wav,1,44100,1.38,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_smelly_01_02_03_spkrTS.wav,1,96000,2.58,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_tall_1st_pl_01_JS.wav,1,22050,1.24,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_tall_1st_sg_01_JS.wav,1,22050,0.67,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_tall_2nd_sg_form_01_JS.wav,1,22050,1.0,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_tall_2nd_sg_inf_01_JS.wav,1,22050,0.94,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_thick_OBJ_01_02_03_JS.wav,1,44100,3.82,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_thin-narrow_OBJ_01_02_03_JS.wav,1,44100,3.74,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADJ_wide_01_02_03_JS.wav,1,44100,3.97,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADPOS-CONFG_above-over-north_01_02_03_spkrTS.wav,1,96000,2.38,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADPOS-CONFG_below-under-south_01_02_spkrTS.wav,1,96000,1.94,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_NEG_not_01_02_spkrJS.wav,1,96000,1.75,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_TEMP_early_01_02_03_spkrTS.wav,1,96000,3.23,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_again_01_JS.wav,1,96000,1.22,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_again_02_JS.wav,1,96000,1.34,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_no_01_02_spkrTS.wav,1,96000,2.14,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_no_01_spkrJS.wav,1,96000,0.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_no_01_spkrTS.wav,1,96000,0.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_no_02_spkrJS.wav,1,96000,0.56,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_no_02_spkrTS.wav,1,96000,0.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_not_02_spkrJS.wav,1,44100,1.21,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_only_01_spkrTS.wav,1,96000,0.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_the_other_day_01_spkrTS.wav,1,96000,1.0,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_yes_01_02_spkrTS.wav,1,96000,2.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_yes_01_spkrJS.wav,1,96000,0.55,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_yes_01_spkrTS.wav,1,96000,0.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_yes_02_spkrJS.wav,1,96000,0.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_yes_02_spkrTS.wav,1,96000,0.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_yes_v2_01_02_spkrTS.wav,1,96000,2.56,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/ADV_yesterday_01_spkrTS.wav,1,96000,0.78,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/BPT_arm_01_02_03_spkrTS.wav,1,96000,2.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/BPT_belly_button_01_02_03_spkrTS.wav,1,96000,3.21,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/BPT_body_01_02_03_spkrTS.wav,1,96000,2.38,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/BPT_face_01_TS.wav,1,96000,0.62,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CLR_blue_01_02_TS.wav,1,96000,5.5,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CLR_dark_grey_01_02_TS.wav,1,96000,2.15,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CLR_green_01_spkrJS.wav,1,96000,0.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CLR_white_01_spkrJS.wav,1,96000,0.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CLR_white_02_spkrJS.wav,1,96000,0.61,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CLR_yellow_01_02_TS.wav,1,96000,2.39,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.wav,1,96000,4.37,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CMND_come_down_01_02_03_TS.wav,1,96000,4.12,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CONFIG-body_parts-back_butt_01_02_03_TS.wav,1,96000,16.16,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CONFIG-body_parts-ears_head_01_02_TS.wav,1,96000,10.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CONFIG-body_parts-ears_head_3form-all_01_02_TS.wav,1,96000,12.1,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CONFIG-body_parts-face_head_01_02_TS.wav,1,96000,5.45,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CONFIG-body_parts-face_head_3s-inf_01_02_TS.wav,1,96000,5.03,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CONFIG-body_parts-head_chest_01_02_TS.wav,1,96000,6.89,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CONFIG-body_parts-head_foot_01_02_TS.wav,1,96000,8.11,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.wav,1,96000,9.56,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_bone_01_02_03_spkrTS.wav,1,96000,2.39,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_butt_01_02_03_spkrTS.wav,1,96000,2.52,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_ears_01_02_03_spkrTS.wav,1,96000,2.44,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_eyes_01_02_03_spkrTS.wav,1,96000,3.71,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_face_01_02_03_spkrTS.wav,1,96000,1.92,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_head_01_02_03_spkrTS.wav,1,96000,2.93,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_leg-1s_01_02_03_TS.wav,1,96000,3.47,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_leg-3s-inf_01_02_03_TS.wav,1,96000,4.46,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_leg_01_02_03_TS.wav,1,96000,3.62,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_mouth_01_02_spkrTS.wav,1,96000,1.23,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_ribs_01_02_03_spkrTS.wav,1,96000,2.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_ribs_1st_sg_01_02_03_spkrTS.wav,1,96000,2.41,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/CORP_skin_03_05_06_spkrJS.wav,1,96000,2.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/DEM-LOC-PROX_here_01_02_spkrJS.wav,1,96000,2.81,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/DEM-LOC_DIST_01_02_spkrJS.wav,1,96000,1.91,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/DEM_DIST_there_01_02_spkrJS.wav,1,96000,2.52,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/DEM_PROX_this_01_02_spkrJS.wav,1,96000,2.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/DGTS_1-10_01_spkrTS.wav,1,32000,8.03,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/DGTS_191919191919_01_spkrTS.wav,1,32000,7.84,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/DGTS_415-251-1554_01_spkrTS.wav,1,32000,5.59,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,1,96000,3.73,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/GRT_hello-how_are_you-form_01_spkrTS.wav,1,96000,1.03,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/GRT_hello-how_are_you_inf_02_spkrTS.wav,1,96000,0.69,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/N-LOC_Yucunany_01_TS.wav,1,96000,0.96,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NP-ADJ_short_man_01_02_JS.wav,1,44100,3.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NP-ADJ_tall_woman_01_02_03_JS.wav,1,44100,4.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,1,96000,2.98,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NP_a_fat_baby_01_spkrTS.wav,1,96000,1.72,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NP_a_fat_baby_02_spkrTS.wav,1,96000,1.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NP_new_bird_01_spkrJS.wav,1,96000,1.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NP_new_bird_02_spkrJS.wav,1,96000,1.28,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NP_opening_of_two_mountains_01_02_03_spkrTS.wav,1,96000,3.98,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_five_01.wav,1,96000,0.66,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_five_01_spkrJS.wav,1,96000,0.66,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_five_02_spkrJS.wav,1,96000,0.72,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_nine_01_spkrJS.wav,1,96000,0.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_nine_02_spkrJS.wav,1,96000,0.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_nine_04_spkrJS.wav,1,96000,0.46,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_nine_05_spkrJS.wav,1,96000,0.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_one_01_spkrJS.wav,1,96000,0.62,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_one_01_spkrTS.wav,1,32000,0.66,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_one_02_spkrJS.wav,1,96000,0.58,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_one_05_spkrJS.wav,1,96000,0.51,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_one_06_spkrJS.wav,1,96000,0.51,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_three_01_spkrTS.wav,1,32000,0.71,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/NUM_twenty_twentyone_01_spkrTS.wav,1,96000,1.81,WAV
